term,preferred_label,figures,panels,figure_roles,main_or_supplementary,abc_role,abc_subrole,domain,concept_family,node_level,atlas_layer,analysis_tier,include_primary,dictionary_hit_present,corpus_hit_n,corpus_hit_pct,outcomes_supported,outcome_support_vector,total_outcome_cohit_articles,max_outcome_cohit_articles,dominant_outcome,selection_rules,provenance_notes,cohit_AE.ILD,cohit_progression,cohit_mortality
myofibroblast_cell,myofibroblast cell,Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_cellular_process,cellular_process,stromal_cell,specific,primary_atlas,main,TRUE,TRUE,16,1.07,2,AE-ILD=0; progression=7; mortality=3,10,7,progression,"Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,7,3
fibrocyte_cell,fibrocyte cell,Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_cellular_process,cellular_process,stromal_cell,specific,primary_atlas,main,TRUE,TRUE,4,0.27,1,AE-ILD=0; progression=1; mortality=0,1,1,progression,Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,0
ACPA_RF_high,High-titer ACPA/RF,Figure 2;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,A,A_serological_phenotype,serological_host_factor,autoantibody_serology,specific,primary_atlas,main,TRUE,TRUE,3,0.2,2,AE-ILD=0; progression=1; mortality=2,3,2,mortality,"Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,1,2
ANA,ANA,Figure 2;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,A,A_serological_phenotype,serological_host_factor,autoantibody_serology,specific,primary_atlas,main,TRUE,TRUE,55,3.68,3,AE-ILD=1; progression=6; mortality=11,18,11,mortality,"Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,1,6,11
anti_Ro_SSA,Anti-Ro/La (SSA/SSB),Figure 2;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,A,A_serological_phenotype,serological_host_factor,autoantibody_serology,specific,primary_atlas,main,TRUE,TRUE,81,5.43,2,AE-ILD=0; progression=8; mortality=10,18,10,mortality,"Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,8,10
seropositive_RA,seropositive RA,Figure 2;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,A,A_serological_phenotype,serological_host_factor,RA_serologic_phenotype,specific,primary_atlas,main,TRUE,TRUE,39,2.61,2,AE-ILD=0; progression=5; mortality=11,16,11,mortality,"Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,5,11
SP_D,Surfactant protein D,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:A/B;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;progression/mortality ABC triad component;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,epithelial_injury_biomarker,specific,primary_atlas,main,TRUE,TRUE,17,1.14,2,AE-ILD=0; progression=5; mortality=4,9,5,progression,"Outcome-domain pair evidence from current dictionary and hit matrix.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,5,4
CCL18,CCL18,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,fibrosis_associated_chemokine,specific,primary_atlas,main,TRUE,TRUE,4,0.27,2,AE-ILD=0; progression=1; mortality=2,3,2,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,2
IL13,IL13,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,type2_cytokine,specific,primary_atlas,main,TRUE,TRUE,3,0.2,2,AE-ILD=0; progression=1; mortality=1,2,1,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,1
sPD1,sPD1,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,immune_checkpoint,specific,primary_atlas,main,TRUE,TRUE,1,0.07,1,AE-ILD=0; progression=0; mortality=1,1,1,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,1
sPDL1,sPDL1,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,immune_checkpoint,specific,primary_atlas,main,TRUE,TRUE,1,0.07,1,AE-ILD=0; progression=0; mortality=1,1,1,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,1
IL17A,IL17A,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,Th17_cytokine,specific,primary_atlas,main,TRUE,TRUE,18,1.21,2,AE-ILD=0; progression=3; mortality=4,7,4,mortality,"Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,3,4
M2_macrophage,M2 macrophage,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_cellular_process,cellular_process,immune_cell,specific,primary_atlas,main,TRUE,TRUE,6,0.4,2,AE-ILD=0; progression=3; mortality=1,4,3,progression,"Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,3,1
SP_A,Surfactant protein A,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,epithelial_injury_biomarker,specific,primary_atlas,main,TRUE,TRUE,3,0.2,2,AE-ILD=0; progression=2; mortality=2,4,2,progression,"Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,2,2
Treg_cell,Treg cell,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_cellular_process,cellular_process,immune_cell,specific,primary_atlas,main,TRUE,TRUE,8,0.54,2,AE-ILD=0; progression=3; mortality=1,4,3,progression,"Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,3,1
CXCL12,CXCL12,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,fibrocyte_chemokine,specific,primary_atlas,main,TRUE,TRUE,4,0.27,1,AE-ILD=0; progression=2; mortality=0,2,2,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,2,0
CXCL13,CXCL13,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,B_cell_chemokine,specific,primary_atlas,main,TRUE,TRUE,2,0.13,1,AE-ILD=0; progression=2; mortality=0,2,2,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,2,0
GM_CSF,GM CSF,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,myeloid_cytokine,specific,primary_atlas,main,TRUE,TRUE,4,0.27,1,AE-ILD=0; progression=2; mortality=0,2,2,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,2,0
NLR,Neutrophil-to-lymphocyte ratio,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,inflammatory_ratio,specific,primary_atlas,main,TRUE,TRUE,8,0.54,1,AE-ILD=0; progression=0; mortality=2,2,2,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,2
YKL40,YKL40,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,inflammation_repair_biomarker,specific,primary_atlas,main,TRUE,TRUE,4,0.27,1,AE-ILD=0; progression=0; mortality=2,2,2,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,2
CCL2,CCL2,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,monocyte_chemokine,specific,primary_atlas,main,TRUE,TRUE,11,0.74,1,AE-ILD=0; progression=1; mortality=0,1,1,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,0
CXCL10,CXCL10,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,chemokine_IFN_axis,specific,primary_atlas,main,TRUE,TRUE,5,0.33,1,AE-ILD=0; progression=0; mortality=1,1,1,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,1
HE4,HE4,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,epithelial_biomarker,specific,primary_atlas,main,TRUE,TRUE,4,0.27,1,AE-ILD=0; progression=0; mortality=1,1,1,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,1
IL8_CXCL8,IL8 CXCL8,Figure 2;Figure 4;Figure 5;Supplementary Figure S3;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Supplementary Figure S3:Full biomarker/molecular matrix;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;biomarker/molecular term summary;supplementary matrix term;assigned integrated summary term;integrated term-outcome evidence,main + supplementary,B,B_circulating_or_tissue_biomarker,biomarker,neutrophil_cytokine,specific,primary_atlas,main,TRUE,TRUE,5,0.33,1,AE-ILD=0; progression=0; mortality=1,1,1,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular term support summary from current dictionary scope.;Full biomarker/molecular outcome matrix for current dictionary scope.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,1
